Date,Open,High,Low,Close
02/13/2022,"41,910","42,743","41,889","42,259"
02/12/2022,"42,561","43,025","41,816","41,910"
02/11/2022,"43,753","44,113","42,253","42,561"
02/10/2022,"44,502","45,758","43,350","43,753"
02/09/2022,"44,264","44,837","43,202","44,502"
02/08/2022,"44,050","45,403","42,727","44,264"
02/07/2022,"41,693","44,495","41,609","44,050"
02/06/2022,"41,670","42,094","41,229","41,693"
02/05/2022,"40,647","41,919","40,410","41,718"
02/04/2022,"36,967","40,890","36,833","40,647"
02/03/2022,"36,877","37,220","36,279","36,964"
02/02/2022,"38,741","38,900","36,686","36,877"
02/01/2022,"38,444","39,261","38,051","38,741"
01/31/2022,"37,747","38,728","36,703","38,444"
01/30/2022,"38,437","38,437","37,411","37,747"
01/29/2022,"37,818","38,673","37,362","38,437"
01/28/2022,"36,223","38,009","35,934","37,818"
01/27/2022,"36,371","37,168","35,551","36,223"
01/26/2022,"36,632","38,874","36,371","36,371"
01/25/2022,"36,851","37,501","35,741","36,632"
01/24/2022,"35,379","37,397","33,070","36,851"
01/23/2022,"35,461","36,157","34,694","35,389"
01/22/2022,"36,701","37,149","34,163","35,461"
01/21/2022,"41,391","41,524","36,208","36,689"
01/20/2022,"41,733","43,517","41,389","41,391"
01/19/2022,"42,401","42,604","41,200","41,739"
01/18/2022,"41,741","42,476","41,319","42,401"
01/17/2022,"43,011","43,275","41,632","41,741"
01/16/2022,"43,332","43,472","42,622","43,011"
01/15/2022,"43,329","43,775","42,620","43,346"
01/14/2022,"42,826","43,411","41,865","43,329"
01/13/2022,"43,815","44,401","42,354","42,826"
01/12/2022,"42,686","44,303","42,498","43,815"
01/11/2022,"41,705","43,109","41,304","42,686"
01/10/2022,"42,314","42,484","39,712","41,705"
01/09/2022,"41,786","42,771","41,285","42,334"
01/08/2022,"41,884","42,206","40,614","41,786"
01/07/2022,"43,114","43,233","40,769","41,908"
01/06/2022,"43,658","43,764","42,529","43,114"
01/05/2022,"46,298","46,851","43,522","43,658"
01/04/2022,"46,055","47,490","45,586","46,298"
01/03/2022,"47,026","47,544","45,745","46,055"
01/02/2022,"47,312","47,946","46,709","47,021"
01/01/2022,"46,338","47,912","46,196","47,312"
12/31/2021,"47,239","48,564","45,715","46,322"
12/30/2021,"47,233","47,893","46,019","47,239"
12/29/2021,"47,586","48,152","46,664","47,210"
12/28/2021,"50,990","51,228","47,330","47,586"
12/27/2021,"50,802","51,976","50,487","50,996"
12/26/2021,"51,003","51,003","49,568","50,802"
12/25/2021,"50,898","51,144","50,220","51,001"
12/24/2021,"50,849","51,836","50,513","50,898"
12/23/2021,"49,082","51,364","48,077","50,843"
12/22/2021,"49,103","49,557","48,477","49,082"
12/21/2021,"47,013","49,318","46,676","49,059"
12/20/2021,"46,741","47,524","45,581","47,013"
12/19/2021,"46,941","48,285","46,468","46,741"
12/18/2021,"46,946","47,335","45,557","46,941"
12/17/2021,"48,139","48,163","45,539","46,946"
12/16/2021,"49,221","49,398","47,715","48,139"
12/15/2021,"48,280","49,495","46,631","49,221"
12/14/2021,"46,892","48,639","46,378","48,280"
12/13/2021,"49,981","50,380","45,871","46,892"
12/12/2021,"48,847","50,767","48,672","49,981"
12/11/2021,"47,984","49,285","46,880","48,847"
12/10/2021,"47,996","49,982","47,355","47,984"
12/09/2021,"50,634","50,851","47,377","47,996"
12/08/2021,"50,500","51,182","48,750","50,634"
12/07/2021,"50,126","51,942","50,126","50,500"
12/06/2021,"49,275","50,426","47,290","50,007"
12/05/2021,"48,770","49,746","47,892","49,275"
12/04/2021,"53,648","53,874","42,169","48,745"
12/03/2021,"56,904","57,464","52,653","53,672"
12/02/2021,"57,026","57,362","55,859","56,904"
12/01/2021,"57,144","59,093","56,547","57,026"
11/30/2021,"58,266","59,146","55,932","57,144"
11/29/2021,"56,281","58,878","56,104","58,266"
11/28/2021,"54,601","56,402","53,578","56,281"
11/27/2021,"54,101","55,339","53,605","54,601"
11/26/2021,"58,834","59,342","53,577","54,101"
11/25/2021,"57,334","59,399","56,918","58,834"
11/24/2021,"57,696","57,755","55,928","57,334"
11/23/2021,"56,278","57,847","55,537","57,696"
11/22/2021,"59,568","59,574","55,706","56,278"
11/21/2021,"59,682","60,044","58,630","59,568"
11/20/2021,"57,924","59,725","57,570","59,682"
11/19/2021,"57,606","58,396","55,688","57,924"
11/18/2021,"60,101","60,956","56,777","57,583"
11/17/2021,"60,509","61,067","58,567","60,101"
11/16/2021,"63,864","64,015","58,870","60,557"
11/15/2021,"64,361","66,311","63,659","63,864"
11/14/2021,"64,317","65,297","63,673","64,373"
11/13/2021,"64,130","64,941","63,412","64,317"
11/12/2021,"65,030","65,459","62,334","64,072"
11/11/2021,"64,193","65,597","63,984","65,030"
11/10/2021,"67,802","68,925","63,052","64,387"
11/09/2021,"66,143","68,494","66,112","67,802"
11/08/2021,"62,862","66,504","62,817","66,175"
11/07/2021,"61,226","63,058","61,226","62,862"
11/06/2021,"60,966","61,594","60,184","61,223"
11/05/2021,"61,364","62,571","60,791","60,966"
11/04/2021,"62,769","63,211","60,776","61,378"
11/03/2021,"63,140","63,543","61,029","62,769"
11/02/2021,"60,652","64,243","60,460","63,140"
11/01/2021,"60,968","62,466","59,716","60,652"
10/31/2021,"61,698","62,400","60,058","60,968"
10/30/2021,"62,420","62,490","60,876","61,705"
10/29/2021,"61,398","62,943","60,315","62,420"
10/28/2021,"58,957","62,321","57,964","61,465"
10/27/2021,"62,095","62,095","58,153","58,957"
10/26/2021,"62,546","63,272","61,863","62,068"
10/25/2021,"61,153","63,688","60,654","62,546"
10/24/2021,"61,087","61,451","59,571","61,124"
10/23/2021,"60,728","61,716","59,764","61,087"
10/22/2021,"62,707","63,694","60,100","60,752"
10/21/2021,"65,980","66,612","62,368","62,707"
10/20/2021,"64,120","66,923","63,594","65,971"
10/19/2021,"61,369","64,322","61,139","64,120"
10/18/2021,"59,472","62,626","59,395","61,445"
10/17/2021,"61,013","61,408","59,071","59,472"
10/16/2021,"62,496","62,526","60,184","61,024"
10/15/2021,"57,449","62,719","56,896","62,496"
10/14/2021,"56,988","58,488","56,916","57,491"
10/13/2021,"55,364","57,479","54,325","56,988"
10/12/2021,"57,390","57,631","54,404","55,364"
10/11/2021,"55,425","57,767","54,445","57,390"
10/10/2021,"54,651","56,370","54,211","55,425"
10/09/2021,"53,951","55,410","53,738","54,651"
10/08/2021,"54,205","55,981","53,659","53,951"
10/07/2021,"54,903","55,588","53,496","54,205"
10/06/2021,"51,378","55,399","50,476","54,903"
10/05/2021,"49,016","51,757","48,595","51,378"
10/04/2021,"48,465","49,491","46,993","49,016"
10/03/2021,"48,045","49,158","47,139","48,552"
10/02/2021,"48,139","48,441","47,480","48,045"
10/01/2021,"43,432","48,122","43,302","48,110"
09/30/2021,"41,133","44,110","40,984","43,432"
09/29/2021,"41,792","42,538","40,806","41,114"
09/28/2021,"42,708","43,364","41,145","41,792"
09/27/2021,"43,607","44,318","42,689","42,696"
09/26/2021,"42,719","43,695","40,827","43,607"
09/25/2021,"43,001","43,162","41,750","42,719"
09/24/2021,"44,679","45,076","40,944","43,001"
09/23/2021,"43,445","44,932","43,051","44,679"
09/22/2021,"40,971","43,988","39,721","43,445"
09/21/2021,"43,489","43,904","40,391","40,971"
09/20/2021,"47,588","47,660","42,636","43,489"
09/19/2021,"48,008","48,359","47,182","47,588"
09/18/2021,"47,028","48,797","46,828","48,008"
09/17/2021,"47,102","48,167","46,775","47,028"
09/16/2021,"47,941","48,497","47,063","47,102"
09/15/2021,"46,828","48,436","46,418","47,948"
09/14/2021,"45,186","46,926","44,724","46,828"
09/13/2021,"45,023","46,697","43,561","45,144"
09/12/2021,"45,317","46,198","44,781","45,023"
09/11/2021,"45,094","46,000","44,304","45,333"
09/10/2021,"46,265","47,041","44,879","45,094"
09/09/2021,"46,154","47,384","45,586","46,268"
09/08/2021,"46,825","47,357","44,548","46,154"
09/07/2021,"51,930","52,918","43,917","46,777"
09/06/2021,"51,753","52,142","51,044","51,930"
09/05/2021,"50,195","51,652","49,527","51,652"
09/04/2021,"50,152","50,543","49,535","50,195"
09/03/2021,"49,553","50,999","48,379","50,184"
09/02/2021,"48,271","50,333","48,268","49,556"
09/01/2021,"47,008","48,953","46,567","48,279"
08/31/2021,"48,670","48,679","46,725","46,996"
08/30/2021,"48,927","49,394","47,500","48,670"
08/29/2021,"48,760","49,605","47,922","48,897"
08/28/2021,"48,913","49,306","48,405","48,760"
08/27/2021,"47,048","49,076","46,383","48,946"
08/26/2021,"48,721","49,372","46,444","47,048"
08/25/2021,"48,364","49,147","47,193","48,748"
08/24/2021,"49,525","49,852","47,856","48,364"
08/23/2021,"48,425","50,478","48,315","49,509"
08/22/2021,"49,070","49,466","48,225","48,425"
08/21/2021,"48,653","49,799","48,374","48,988"
08/20/2021,"46,587","48,993","46,361","48,653"
08/19/2021,"44,593","46,831","44,016","46,568"
08/18/2021,"45,017","45,965","44,283","44,593"
08/17/2021,"46,065","47,140","44,601","45,017"
08/16/2021,"46,750","48,047","45,728","46,065"
08/15/2021,"46,665","47,349","45,615","46,750"
08/14/2021,"47,545","48,103","46,201","46,665"
08/13/2021,"44,440","47,775","43,912","47,545"
08/12/2021,"46,340","46,391","43,844","44,440"
08/11/2021,"45,627","46,752","45,276","46,340"
08/10/2021,"45,482","46,608","44,695","45,627"
08/09/2021,"43,855","46,431","42,832","45,482"
08/08/2021,"43,945","45,276","43,331","43,855"
08/07/2021,"42,696","44,557","42,404","43,945"
08/06/2021,"40,908","43,314","39,942","42,673"
08/05/2021,"39,745","41,367","37,454","40,908"
08/04/2021,"38,113","39,851","37,558","39,706"
08/03/2021,"38,861","39,773","37,768","38,113"
08/02/2021,"41,310","41,313","38,720","38,857"
08/01/2021,"41,516","42,551","40,694","41,310"
07/31/2021,"40,860","42,247","40,693","41,516"
07/30/2021,"39,722","41,290","38,389","40,860"
07/29/2021,"40,068","40,630","39,337","39,722"
07/28/2021,"38,000","40,830","37,988","40,068"
07/27/2021,"37,598","38,732","36,453","38,000"
07/26/2021,"34,481","40,502","34,455","37,598"
07/25/2021,"33,919","34,800","33,851","34,481"
07/24/2021,"32,477","34,518","32,476","33,919"
07/23/2021,"32,257","32,879","32,038","32,477"
07/22/2021,"31,864","32,597","31,716","32,257"
07/21/2021,"29,864","32,800","29,513","31,864"
07/20/2021,"30,793","31,004","29,336","29,864"
07/19/2021,"31,663","31,920","30,568","30,793"
07/18/2021,"31,755","32,404","31,159","31,663"
07/17/2021,"31,850","31,932","31,224","31,755"
07/16/2021,"31,748","32,233","31,085","31,850"
07/15/2021,"32,811","33,162","31,174","31,748"
07/14/2021,"32,519","33,066","31,628","32,811"
07/13/2021,"32,833","33,315","32,239","32,519"
07/12/2021,"33,859","34,611","32,660","32,833"
07/11/2021,"33,329","34,077","33,279","33,859"
07/10/2021,"33,508","34,229","33,098","33,329"
07/09/2021,"32,788","33,667","32,302","33,508"
07/08/2021,"34,550","34,550","32,142","32,788"
07/07/2021,"33,941","35,040","33,724","34,550"
07/06/2021,"33,847","35,058","33,601","33,941"
07/05/2021,"35,542","35,945","33,171","33,847"
07/04/2021,"34,715","35,679","34,297","35,542"
07/03/2021,"33,124","34,926","33,106","34,715"
07/02/2021,"33,411","33,955","32,747","33,124"
07/01/2021,"34,585","35,203","32,819","33,411"
06/30/2021,"36,156","36,301","34,075","34,585"
06/29/2021,"34,682","36,548","34,142","36,156"
06/28/2021,"32,648","35,224","32,493","34,721"
06/27/2021,"31,315","33,555","30,968","32,648"
06/26/2021,"32,212","32,638","30,190","31,329"
06/25/2021,"34,858","35,496","31,508","32,212"
06/24/2021,"33,066","35,228","32,364","34,857"
06/23/2021,"32,895","34,789","31,772","33,066"
06/22/2021,"32,622","33,240","29,002","32,895"
06/21/2021,"35,853","35,905","31,822","32,622"
06/20/2021,"36,193","36,193","33,400","35,853"
06/19/2021,"35,493","36,396","34,888","36,193"
06/18/2021,"37,752","38,186","35,204","35,493"
06/17/2021,"38,550","39,510","37,448","37,752"
06/16/2021,"39,943","40,473","38,364","38,550"
06/15/2021,"39,836","41,289","39,612","39,949"
06/14/2021,"40,926","40,926","39,382","39,809"
06/13/2021,"36,041","38,830","34,982","38,830"
06/12/2021,"37,331","37,342","35,509","36,041"
06/11/2021,"36,410","37,537","36,217","37,331"
06/10/2021,"36,387","38,389","35,850","36,410"
06/09/2021,"33,625","36,825","32,466","36,406"
06/08/2021,"34,454","34,630","31,101","33,638"
06/07/2021,"35,938","36,767","34,155","34,471"
06/06/2021,"35,857","36,454","34,874","35,897"
06/05/2021,"37,071","37,942","35,396","35,826"
06/04/2021,"38,691","39,277","35,626","37,071"
06/03/2021,"37,739","39,469","37,249","38,693"
06/02/2021,"36,313","38,213","35,976","37,739"
06/01/2021,"36,677","37,852","35,792","36,330"
05/31/2021,"36,080","37,465","34,230","36,677"
05/30/2021,"34,266","36,354","33,554","36,115"
05/29/2021,"35,260","37,236","33,687","34,266"
05/28/2021,"38,476","39,189","35,201","35,245"
05/27/2021,"38,756","40,401","37,266","38,476"
05/26/2021,"37,656","40,859","37,526","38,731"
05/25/2021,"39,067","39,845","36,553","37,656"
05/24/2021,"33,791","39,831","33,715","38,999"
05/23/2021,"38,093","38,397","31,228","33,791"
05/22/2021,"35,250","38,800","33,623","38,086"
05/21/2021,"40,108","42,124","35,263","35,263"
05/20/2021,"38,468","42,569","35,132","40,108"
05/19/2021,"43,367","43,569","30,445","38,390"
05/18/2021,"44,853","45,816","42,539","43,318"
05/17/2021,"44,062","46,552","42,162","44,843"
05/16/2021,"48,266","49,812","43,893","44,062"
05/15/2021,"49,351","50,661","47,128","48,255"
05/14/2021,"49,253","51,543","48,528","49,351"
05/13/2021,"54,540","54,820","46,710","49,253"
05/12/2021,"56,942","57,977","53,646","54,540"
05/11/2021,"55,328","56,949","54,612","56,942"
05/10/2021,"58,001","59,552","54,000","55,328"
05/09/2021,"59,014","59,318","56,530","57,982"
05/08/2021,"57,713","59,556","56,915","59,014"
05/07/2021,"55,987","58,683","55,350","57,699"
05/06/2021,"56,863","58,334","55,427","55,987"
05/05/2021,"54,842","57,909","53,058","56,854"
05/04/2021,"56,821","57,465","53,330","54,842"
05/03/2021,"57,016","58,973","56,306","56,826"
05/02/2021,"57,685","57,948","56,130","57,016"
05/01/2021,"56,812","58,459","56,726","57,700"
04/30/2021,"52,991","57,295","52,871","56,803"
04/29/2021,"54,456","55,191","52,408","53,006"
04/28/2021,"55,180","56,369","53,913","54,456"
04/27/2021,"53,297","55,289","52,689","55,067"
04/26/2021,"48,065","54,363","47,110","53,297"
04/25/2021,"50,955","51,113","48,075","48,075"
04/24/2021,"50,556","51,215","48,821","50,955"
04/23/2021,"51,597","52,220","47,657","50,620"
04/22/2021,"55,029","55,410","51,515","51,843"
04/21/2021,"56,781","57,079","54,346","55,029"
04/20/2021,"56,175","57,035","53,463","56,852"
04/19/2021,"56,231","57,554","54,305","56,175"
04/18/2021,"60,843","60,966","51,907","56,239"
04/17/2021,"61,977","62,490","59,747","60,843"
04/16/2021,"63,381","63,769","60,081","61,962"
04/15/2021,"62,403","63,649","62,034","63,381"
04/14/2021,"63,196","64,788","61,368","62,357"
04/13/2021,"60,000","63,621","59,783","63,196"
04/12/2021,"59,607","61,224","59,429","60,011"
04/11/2021,"58,606","60,649","58,599","59,607"
04/10/2021,"58,354","61,197","57,876","58,621"
04/09/2021,"57,677","58,879","57,473","58,354"
04/08/2021,"56,221","58,134","55,752","57,681"
04/07/2021,"58,244","58,624","55,494","56,157"
04/06/2021,"58,800","59,469","57,391","58,244"
04/05/2021,"58,030","59,231","56,886","58,810"
04/04/2021,"58,038","58,463","56,504","58,030"
04/03/2021,"58,655","59,797","57,848","58,063"
04/02/2021,"58,862","60,118","58,526","58,655"
04/01/2021,"58,932","59,441","58,021","58,855"
03/31/2021,"58,671","59,831","57,054","58,932"
03/30/2021,"57,250","59,408","57,078","58,671"
03/29/2021,"54,863","58,335","54,830","57,176"
03/28/2021,"55,909","56,616","54,740","54,863"
03/27/2021,"54,014","56,254","53,986","55,916"
03/26/2021,"51,989","54,262","51,309","54,014"
03/25/2021,"54,175","54,175","50,485","51,989"
03/24/2021,"54,445","57,159","53,294","54,175"
03/23/2021,"54,610","55,816","53,100","54,346"
03/22/2021,"57,788","58,373","54,316","54,610"
03/21/2021,"58,466","58,792","55,578","57,792"
03/20/2021,"58,404","59,909","57,890","58,466"
03/19/2021,"57,533","59,436","56,303","58,426"
03/18/2021,"57,706","60,040","57,145","57,533"
03/17/2021,"56,392","58,197","54,298","57,834"
03/16/2021,"56,398","56,952","53,311","56,379"
03/15/2021,"60,259","60,738","55,030","56,398"
03/14/2021,"61,002","61,674","59,348","60,173"
03/13/2021,"56,990","61,732","56,144","61,002"
03/12/2021,"57,721","58,118","55,160","56,981"
03/11/2021,"56,954","57,918","54,416","57,721"
03/10/2021,"54,313","57,357","53,235","56,932"
03/09/2021,"51,883","54,818","51,448","54,313"
03/08/2021,"50,104","51,949","49,368","51,896"
03/07/2021,"48,592","51,343","48,552","50,104"
03/06/2021,"49,138","49,391","47,147","48,583"
03/05/2021,"47,917","49,442","46,472","49,138"
03/04/2021,"50,952","51,777","47,555","47,924"
03/03/2021,"47,466","52,564","47,422","50,952"
03/02/2021,"48,844","50,200","47,144","47,477"
03/01/2021,"45,254","49,412","44,970","48,844"
02/28/2021,"46,844","46,859","43,197","45,255"
02/27/2021,"45,680","48,321","45,118","46,844"
02/26/2021,"48,199","48,821","44,246","45,621"
02/25/2021,"48,720","52,054","48,119","48,199"
02/24/2021,"48,084","51,337","47,039","48,720"
02/23/2021,"54,919","55,032","45,212","48,016"
02/22/2021,"57,332","57,616","48,034","54,919"
02/21/2021,"56,523","58,315","54,040","57,332"
02/20/2021,"55,493","57,485","55,101","56,501"
02/19/2021,"52,051","56,211","50,880","55,493"
02/18/2021,"52,333","52,524","51,023","52,059"
02/17/2021,"48,607","52,619","48,590","52,333"
02/16/2021,"48,183","50,513","47,186","48,642"
02/15/2021,"48,840","49,277","45,944","48,183"
02/14/2021,"47,210","49,698","46,954","48,921"
02/13/2021,"47,962","48,143","46,342","47,210"
02/12/2021,"46,943","48,842","46,438","47,853"
02/11/2021,"45,050","48,593","44,090","46,943"
02/10/2021,"47,357","47,357","43,783","45,039"
02/09/2021,"44,692","48,219","44,356","47,357"
02/08/2021,"38,610","44,797","38,085","44,797"
02/07/2021,"40,085","40,481","37,422","38,610"
02/06/2021,"37,853","40,972","37,714","40,103"
02/05/2021,"37,687","38,325","36,642","37,853"
02/04/2021,"37,284","38,725","36,281","37,712"
02/03/2021,"35,710","37,450","35,473","37,284"
02/02/2021,"33,667","35,982","33,470","35,686"
02/01/2021,"32,608","34,698","32,397","33,667"
01/31/2021,"34,649","34,789","32,237","32,626"
01/30/2021,"34,642","35,344","32,880","34,649"
01/29/2021,"33,274","38,641","32,002","34,715"
01/28/2021,"30,941","33,286","29,970","33,274"
01/27/2021,"31,993","32,879","29,288","31,030"
01/26/2021,"32,681","32,812","30,921","31,993"
01/25/2021,"31,934","34,860","31,731","32,643"
01/24/2021,"32,399","33,069","31,012","31,934"
01/23/2021,"33,375","33,642","31,471","32,340"
01/22/2021,"31,275","33,842","28,898","33,375"
01/21/2021,"34,919","35,664","31,048","31,275"
01/20/2021,"36,494","36,788","33,487","34,892"
01/19/2021,"36,252","37,843","36,170","36,494"
01/18/2021,"36,530","37,433","34,841","36,255"
01/17/2021,"35,935","36,828","33,928","36,530"
01/16/2021,"36,324","37,938","35,624","35,785"
01/15/2021,"38,757","39,673","34,446","36,324"
01/14/2021,"37,248","40,030","36,799","38,863"
01/13/2021,"34,736","37,358","32,466","37,248"
01/12/2021,"34,088","36,612","32,585","34,766"
01/11/2021,"37,984","38,931","30,323","34,184"
01/10/2021,"40,802","41,423","35,193","37,984"
01/09/2021,"39,927","41,401","38,775","40,769"
01/08/2021,"39,596","41,958","36,722","39,927"
01/07/2021,"35,934","40,358","35,806","39,596"
01/06/2021,"33,788","36,452","33,478","35,848"
01/05/2021,"31,029","34,221","29,991","33,788"
01/04/2021,"33,581","33,649","28,258","31,027"
01/03/2021,"31,714","34,524","31,494","33,581"
01/02/2021,"29,243","33,219","29,050","31,690"
01/01/2021,"28,965","29,650","28,754","29,259"
12/31/2020,"28,898","29,298","27,989","28,966"
12/30/2020,"26,870","28,980","26,870","28,896"
12/29/2020,"26,606","27,164","25,926","26,870"
12/28/2020,"26,303","27,404","26,136","26,634"
12/27/2020,"26,666","28,326","25,824","26,303"
12/26/2020,"24,409","26,753","24,379","26,648"
12/25/2020,"23,399","24,657","23,379","24,409"
12/24/2020,"23,295","23,546","22,689","23,384"
12/23/2020,"23,434","24,085","22,863","23,299"
12/22/2020,"23,138","23,598","22,385","23,434"
12/21/2020,"23,406","24,094","22,080","23,146"
12/20/2020,"23,988","24,244","23,117","23,494"
12/19/2020,"22,898","24,128","22,805","24,004"
12/18/2020,"22,775","23,278","22,398","22,911"
12/17/2020,"21,200","23,685","21,200","22,767"
12/16/2020,"19,431","21,275","19,319","21,240"
12/15/2020,"19,199","19,561","19,086","19,431"
12/14/2020,"19,182","19,314","18,996","19,201"
12/13/2020,"18,800","19,414","18,734","19,182"
12/12/2020,"18,106","18,837","18,033","18,794"
12/11/2020,"18,351","18,396","17,604","18,106"
12/10/2020,"18,550","18,650","17,938","18,352"
12/09/2020,"18,776","18,823","17,653","18,550"
12/08/2020,"19,087","19,302","18,632","18,784"
12/07/2020,"19,249","19,429","18,924","19,087"
12/06/2020,"19,019","19,339","18,895","19,246"
12/05/2020,"18,828","19,186","18,512","19,019"
12/04/2020,"19,465","19,550","18,735","18,833"
12/03/2020,"19,160","19,618","18,920","19,465"
12/02/2020,"19,089","19,337","18,362","19,161"
12/01/2020,"19,380","19,928","18,229","19,089"
11/30/2020,"18,267","19,835","18,094","19,376"
11/29/2020,"17,765","18,330","17,556","18,267"
11/28/2020,"17,037","17,891","16,895","17,764"
11/27/2020,"17,122","17,463","16,508","17,037"
11/26/2020,"18,859","18,924","16,311","17,122"
11/25/2020,"18,938","19,495","18,649","18,846"
11/24/2020,"18,419","19,414","18,120","18,938"
11/23/2020,"18,585","18,759","18,012","18,426"
11/22/2020,"18,635","18,733","17,666","18,585"
11/21/2020,"18,586","18,964","18,443","18,638"
11/20/2020,"17,939","18,809","17,732","18,586"
11/19/2020,"17,781","18,163","17,377","17,939"
11/18/2020,"17,633","18,467","17,318","17,781"
11/17/2020,"16,717","17,837","16,569","17,627"
11/16/2020,"15,859","16,885","15,795","16,717"
11/15/2020,"15,996","16,149","15,824","15,865"
11/14/2020,"16,287","16,362","15,738","15,997"
11/13/2020,"16,155","16,486","15,984","16,287"
11/12/2020,"15,799","16,204","15,499","16,150"
11/11/2020,"15,393","15,959","15,293","15,799"
11/10/2020,"15,392","15,470","15,092","15,393"
11/09/2020,"15,333","15,845","14,866","15,392"
11/08/2020,"14,846","15,652","14,692","15,347"
11/07/2020,"15,549","15,760","14,428","14,846"
11/06/2020,"15,244","15,937","15,206","15,561"
11/05/2020,"14,005","15,291","14,005","15,244"
11/04/2020,"13,733","14,240","13,556","14,002"
11/03/2020,"13,619","13,798","13,308","13,733"
11/02/2020,"13,816","13,837","13,243","13,622"
11/01/2020,"13,847","13,894","13,645","13,816"
10/31/2020,"13,644","14,047","13,440","13,841"
10/30/2020,"13,484","13,673","13,146","13,644"
10/29/2020,"13,208","13,641","12,990","13,482"
10/28/2020,"13,619","13,847","12,925","13,208"
10/27/2020,"13,025","13,754","13,000","13,632"
10/26/2020,"13,038","13,242","12,810","13,025"
10/25/2020,"13,103","13,339","12,911","13,040"
10/24/2020,"12,941","13,161","12,887","13,103"
10/23/2020,"13,128","13,197","12,746","12,941"
10/22/2020,"12,856","13,216","12,706","13,128"
10/21/2020,"11,904","12,905","11,889","12,853"
10/20/2020,"11,732","12,044","11,693","11,904"
10/19/2020,"11,447","11,811","11,419","11,732"
10/18/2020,"11,357","11,500","11,345","11,447"
10/17/2020,"11,319","11,406","11,283","11,356"
10/16/2020,"11,558","11,558","11,231","11,314"
10/15/2020,"11,398","11,593","11,288","11,544"
10/14/2020,"11,437","11,546","11,306","11,396"
10/13/2020,"11,564","11,719","11,322","11,437"
10/12/2020,"11,342","11,599","11,225","11,564"
10/11/2020,"11,371","11,436","11,277","11,350"
10/10/2020,"11,041","11,464","11,029","11,371"
10/09/2020,"10,894","11,099","10,848","11,042"
10/08/2020,"10,662","10,945","10,558","10,894"
10/07/2020,"10,557","10,678","10,546","10,660"
10/06/2020,"10,740","10,797","10,544","10,557"
10/05/2020,"10,652","10,754","10,635","10,741"
10/04/2020,"10,580","10,700","10,536","10,652"
10/03/2020,"10,540","10,607","10,475","10,580"
10/02/2020,"10,613","10,668","10,401","10,540"
10/01/2020,"10,707","10,920","10,471","10,613"
09/30/2020,"10,761","10,865","10,675","10,711"
09/29/2020,"10,871","10,892","10,647","10,761"
09/28/2020,"10,727","10,948","10,712","10,871"
09/27/2020,"10,721","10,802","10,609","10,727"
09/26/2020,"10,713","10,798","10,661","10,720"
09/25/2020,"10,624","10,772","10,576","10,713"
09/24/2020,"10,216","10,705","10,204","10,637"
09/23/2020,"10,521","10,579","10,144","10,216"
09/22/2020,"10,479","10,539","10,379","10,520"
09/21/2020,"10,858","10,988","10,323","10,479"
09/20/2020,"11,093","11,093","10,782","10,861"
09/19/2020,"10,900","11,164","10,892","11,093"
09/18/2020,"10,938","11,040","10,833","10,900"
09/17/2020,"11,000","11,058","10,765","10,938"
09/16/2020,"10,870","11,101","10,681","11,000"
09/15/2020,"10,697","10,944","10,634","10,870"
09/14/2020,"10,324","10,752","10,262","10,694"
09/13/2020,"10,446","10,586","10,231","10,324"
09/12/2020,"10,329","10,485","10,289","10,447"
09/11/2020,"10,308","10,384","10,222","10,329"
09/10/2020,"10,265","10,476","10,187","10,307"
09/09/2020,"10,027","10,351","9,891","10,265"
09/08/2020,"10,142","10,437","9,953","10,030"
09/07/2020,"10,243","10,354","9,893","10,142"
09/06/2020,"10,112","10,308","9,970","10,242"
09/05/2020,"10,610","10,639","9,905","10,112"
09/04/2020,"10,793","10,812","10,042","10,610"
09/03/2020,"11,372","11,461","10,558","10,794"
09/02/2020,"12,023","12,051","11,223","11,372"
09/01/2020,"11,685","12,062","11,561","12,023"
08/31/2020,"11,643","11,785","11,580","11,683"
08/30/2020,"11,528","11,694","11,477","11,643"
08/29/2020,"11,500","11,591","11,448","11,528"
08/28/2020,"11,271","11,553","11,258","11,500"
08/27/2020,"11,499","11,573","11,152","11,272"
08/26/2020,"11,275","11,542","11,270","11,499"
08/25/2020,"11,743","11,792","11,150","11,272"
08/24/2020,"11,674","11,832","11,609","11,743"
08/23/2020,"11,616","11,724","11,537","11,680"
08/22/2020,"11,625","11,658","11,395","11,616"
08/21/2020,"11,871","11,899","11,624","11,634"
08/20/2020,"11,733","11,896","11,697","11,871"
08/19/2020,"12,035","12,103","11,630","11,728"
08/18/2020,"12,331","12,413","11,875","12,035"
08/17/2020,"11,857","12,466","11,779","12,329"
08/16/2020,"11,876","11,981","11,716","11,857"
08/15/2020,"11,777","11,987","11,731","11,876"
08/14/2020,"11,621","11,864","11,621","11,777"
08/13/2020,"11,575","11,655","11,291","11,640"
08/12/2020,"11,239","11,624","11,151","11,573"
08/11/2020,"11,871","11,940","11,159","11,239"
08/10/2020,"11,681","12,070","11,557","11,866"
08/09/2020,"11,715","11,803","11,542","11,681"
08/08/2020,"11,581","11,812","11,549","11,715"
08/07/2020,"11,854","11,920","11,370","11,581"
08/06/2020,"11,692","11,917","11,590","11,854"
08/05/2020,"11,216","11,724","11,117","11,692"
08/04/2020,"11,387","11,421","11,068","11,213"
